卡号/账号,交易机构编号,交易日期,交易时间,借贷标志,发生额,余额,交易简名,摘要描述,对方机构编号,对方账户号,对方户名,现转标志,商户编号,
	88190120004221712,	7726,2018-10-16,154010,	1,92175.75,48249882.84,网内汇兑解圈存扣款及来账入账,民胜职中,	7726,	88190120002775545,四川省通江县民胜职业高级中学,	1,  ,
	88190120004221712,	7720,2018-10-16,74632,	1,570004.96,48044209.57,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7720,2018-10-16,141708,	1,36429.98,48157707.09,第三方系统存款--汇兑来账自动入账,支医疗保险,  ,+2318594129002641749,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7720,2018-10-16,141302,	1,77067.54,48121277.11,第三方系统存款--汇兑来账自动入账,行政单位医疗,  ,+2318594129002641749,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7720,2018-10-17,74712,	1,494922.25,48744805.09,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7720,2018-10-17,170255,	1,62814.78,48807619.87,支票活期存款,周子坪卫生院缴存职工医疗保险,	7720,	88190120004215999,通江县高明新区周子坪卫生院,	1,  ,
	88190120004221712,	7720,2018-10-18,173145,	1,183140.20,52286582.58,支票活期存款,鸿盛食品1-8月养老金医保缴费,	7720,	88190120002640112,四川省通江县鸿盛食品有限责任公司,	1,  ,
	88190120004221712,	7720,2018-10-18,100646,	1,2732145.19,52053442.38,支票活期存款,通江联社补缴2016年社保费,	7720,	77200154641000300001,系统内往来—经费账户,	1,  ,
	88190120004221712,	7720,2018-10-18,74655,	1,482830.32,49290450.19,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7720,2018-10-18,173517,	1,615795.69,52902378.27,支票活期存款,供排水公司7-9月养老金,	7720,	88190120002635199,通江县供排水公司,	1,  ,
	88190120004221712,	7720,2018-10-18,173910,	1,0.10,52942378.37,支票活期存款,鸿盛食品缴存1-8月医疗医保费,	7720,	88190120002640112,四川省通江县鸿盛食品有限责任公司,	1,  ,
	88190120004221712,	7720,2018-10-18,173747,	1,40000.00,52942378.27,支票活期存款,白花棉业缴存历欠,	7720,	77200120000004336,通江白花棉业有限责任公司,	1,  ,
	88190120004221712,	7720,2018-10-18,95244,	1,30847.00,49321297.19,第三方系统存款--汇兑来账自动入账,医疗保险,  ,+2318594109000013544,通江县城市管理行政执法大队,	1,  ,
	88190120004221712,	7720,2018-10-18,172050,	1,50000.00,52103442.38,支票活期存款,鸿盛食品公司补缴社保费,	7720,	88190120002640112,四川省通江县鸿盛食品有限责任公司,	1,  ,
	88190120004221712,	7720,2018-10-19,102913,	1,329704.17,53686687.20,支票活期存款,民胜职中医疗等费,	7720,	88190120003896774,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7760,2018-10-19,145149,	1,32128.93,53733487.78,网内汇兑解圈存扣款及来账入账,其他社会保险费用,	7760,	88190120003909717,通江县板桥口镇砥坝小学,	1,  ,
	88190120004221712,	7720,2018-10-19,102345,	1,93980.00,53356983.03,支票活期存款,民胜职中4-10月社保缴费,	7720,	88190120003896774,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7720,2018-10-19,91033,	1,320624.66,53263003.03,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7720,2018-10-19,112747,	1,14671.65,53701358.85,第三方系统存款--汇兑来账自动入账,大额汇兑来账,  ,+2318594109000020469,通江县高明新区管理委员会,	1,  ,
	88190120004221712,	7720,2018-10-19,182319,	1,13095.42,53746583.20,第三方系统存款--汇兑来账自动入账,费用,  ,+2318592129100015928,新华文轩出版传媒股份有限公司巴中书城,	1,  ,
	88190120004221712,	7720,2018-10-20,74809,	1,265140.16,54011723.36,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7753,2018-10-21,170922,	1,40821.00,54052544.36,网内汇兑解圈存扣款及来账入账,缴2018年4至6月社保费用,	7753,	88190120003938896,通江县钟凤乡中心小学,	1,  ,
	88190120004221712,	7753,2018-10-21,171531,	1,27272.00,54079816.36,网内汇兑解圈存扣款及来账入账,缴2018年1至3月社保费用,	7753,	88190120003938896,通江县钟凤乡中心小学,	1,  ,
	88190120004221712,	7751,2018-10-22,150247,	1,12567.63,54092383.99,网内汇兑解圈存扣款及来账入账,临聘人员9月社保,	7751,	88190120003777998,通江县永安镇中心小学,	1,  ,
	88190120004221712,	7720,2018-10-22,165034,	1,3557.67,54334854.48,网银存款--行内转账,付社会保障事业管理局补交1-3月职工社保,	7720,	77200120000009022,通江县新区医院有限公司,	1,  ,
	88190120004221712,	7753,2018-10-22,170111,	1,13594.00,54348448.48,网内汇兑解圈存扣款及来账入账,缴2018年1至3月社保费用,	7753,	88190120003938896,通江县钟凤乡中心小学,	1,  ,
	88190120004221712,	7720,2018-10-22,165032,	1,238912.82,54331296.81,网银存款--行内转账,付通江县社会保障事业管理局4月职工社保款,	7720,	77200120000009022,通江县新区医院有限公司,	1,  ,
	88190120004221712,	7720,2018-10-23,74637,	1,695052.62,55043501.10,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7720,2018-10-23,104539,	1,4378.98,55047880.08,第三方系统存款--网银互联汇兑来账,网银互联汇兑来账,  ,+2318594109000040281,通江桑德水务有限公司,	1,  ,
	88190120004221712,	7720,2018-10-24,74618,	1,343872.00,55391752.08,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7761,2018-10-24,171114,	1,15030.00,55599052.24,网内汇兑销临欠/应解及来账入账,铁厂小学上缴社会保险费,	7761,	88190120003938011,通江县铁厂乡中心小学,	1,  ,
	88190120004221712,	7761,2018-10-24,170906,	1,74942.16,55466694.24,网内汇兑销临欠/应解及来账入账,铁厂小学上缴社会保险费,	7761,	88190120003938011,通江县铁厂乡中心小学,	1,  ,
	88190120004221712,	7761,2018-10-24,171016,	1,117328.00,55584022.24,网内汇兑销临欠/应解及来账入账,铁厂小学上缴社会保险费,	7761,	88190120003938011,通江县铁厂乡中心小学,	1,  ,
	88190120004221712,	7720,2018-10-25,105330,	1,56188.90,55952442.98,第三方系统存款--汇兑来账自动入账,保险费,  ,+2318594129002641749,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7752,2018-10-25,155733,	1,31866.00,55992637.03,网内汇兑解圈存扣款及来账入账,2018.7-8月社会保险费用,	7752,	88190120003934223,通江县泥溪镇中心小学,	1,  ,
	88190120004221712,	7752,2018-10-25,155856,	1,36456.26,56029093.29,网内汇兑解圈存扣款及来账入账,2018.7-8月社会保险费用,	7752,	88190120003934223,通江县泥溪镇中心小学,	1,  ,
	88190120004221712,	7720,2018-10-25,110711,	1,8328.05,55960771.03,第三方系统存款--汇兑来账自动入账,医疗保险,  ,+2318594129002641749,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7720,2018-10-25,74550,	1,297201.84,55896254.08,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7751,2018-10-26,164301,	1,20985.04,56498574.95,网内汇兑解圈存扣款及来账入账,转社会保险事业管理局费用,	7751,	88190120003935219,通江县沙坪乡中心小学,	1,  ,
	88190120004221712,	7751,2018-10-26,164216,	1,26299.44,56477589.91,网内汇兑解圈存扣款及来账入账,转社会保险事业管理费用,	7751,	88190120003935219,通江县沙坪乡中心小学,	1,  ,
	88190120004221712,	7720,2018-10-26,113020,	1,37137.62,56451290.47,支票活期存款,至诚镇18年9-10月医疗保险,	7720,	88190120003896774,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7751,2018-10-26,164511,	1,11502.00,56510076.95,网内汇兑解圈存扣款及来账入账,转事业管理费用,	7751,	88190120003935219,通江县沙坪乡中心小学,	1,  ,
	88190120004221712,	7720,2018-10-26,112127,	1,36889.16,56414152.85,支票活期存款,至诚镇18年9-10月养老保险,	7720,	88190120003896774,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7720,2018-10-26,74612,	1,348170.40,56377263.69,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7720,2018-10-27,74615,	1,253605.60,56763682.55,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7720,2018-10-29,163008,	1,13613.06,56901979.61,网银存款--行内转账,社保费,	7720,	77200120000007422,通江县红峰公共设施管理有限公司,	1,  ,
	88190120004221712,	7720,2018-10-29,151011,	1,14439.00,56778121.55,支票活期存款,砥坝小学社保资金,	7720,	88190120003896774,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7762,2018-10-29,165916,	1,142090.32,57077346.53,网内汇兑解圈存扣款及来账入账,支教师社会保障缴费,	7762,	88190120003913145,通江县诺水河镇楼子小学,	1,  ,
	88190120004221712,	7762,2018-10-29,170029,	1,17438.28,57094784.81,网内汇兑解圈存扣款及来账入账,教师社会保障缴费,	7762,	88190120003913145,通江县诺水河镇楼子小学,	1,  ,
	88190120004221712,	7762,2018-10-29,165805,	1,33276.60,56935256.21,网内汇兑解圈存扣款及来账入账,特岗教师养老保险费,	7762,	88190120003913145,通江县诺水河镇楼子小学,	1,  ,
	88190120004221712,	7720,2018-10-29,151424,	1,110245.00,56888366.55,支票活期存款,砥坝小学医疗等费,	7720,	88190120003896774,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7720,2018-10-30,154243,	1,9900000.00,67971678.83,第三方系统存款--汇兑来账自动入账,财政转征地农民单位部分养老金,  ,+22715201040000010,通江县社会保险事业管理局,	1,  ,
	88190120004221712,	7720,2018-10-30,144032,	1,47527.00,57996344.16,支票活期存款,列宁小学2018年社保费,	7720,	88190120003896774,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7720,2018-10-30,74539,	1,735721.01,57830505.82,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7720,2018-10-30,160337,	0,600000.00,67371678.83,柜面取款--网内汇兑,上解市局10月份保险费,	7703,	77030120000006384,巴中市社会保险管理局,	1,  ,
	88190120004221712,	7749,2018-10-30,144052,	1,75334.67,58071678.83,网内汇兑销临欠/应解及来账入账,通江县列宁小学转社会保险费,	7749,	88190120003735741,通江县列宁小学,	1,  ,
	88190120004221712,	7720,2018-10-30,143542,	1,118311.34,57948817.16,支票活期存款,列宁小学医疗等费,	7720,	88190120003896774,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7720,2018-10-31,154711,	1,392386.17,68236210.62,支票活期存款,茹氏骨科转保险费,	7720,	88190120002644295,通江茹氏骨科医院,	1,  ,
	88190120004221712,	7739,2018-10-31,103249,	1,56097.54,67837240.69,网内汇兑销临欠/应解及来账入账,支社会保险费,	7739,	88190120003073728,通江县龙凤场镇卫生院,	1,  ,
	88190120004221712,	7720,2018-10-31,74708,	1,409464.32,67781143.15,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7720,2018-10-31,132313,	1,6583.76,67843824.45,网银存款--行内转账,社保费,	7720,	77200120000019602,通江县壁州大道片区建设有限公司,	1,  ,
	88190120004221712,	7720,2018-11-01,110940,	1,7097.60,59351196.75,第三方系统存款--汇兑来账自动入账,支付社会保险费用,  ,+2318594109000070026,通江县鸿泰建筑工程有限公司,	1,  ,
	88190120004221712,	7721,2018-11-01,101209,	1,584304.00,59344099.15,网内汇兑解圈存扣款及来账入账,诺江镇财政所上解城东村农户失地农民养老保,	7721,	88190120002669553,通江县诺江镇财政所,	1,  ,
	88190120004221712,	7720,2018-11-01,74801,	1,523584.53,68759795.15,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7720,2018-11-01,100222,	0,10000000.00,58759795.15,柜面取款--网内汇兑,上解市局10月养老金,	7703,	77030120000006384,巴中市社会保险管理局,	1,  ,
	88190120004221712,	7721,2018-11-02,155649,	1,49069.92,59819098.59,网银存款--行内转账,201807-09月员工社会保险费用,	7721,	77210120000004695,四川启鸿建筑工程有限公司,	1,  ,
	88190120004221712,	7720,2018-11-02,74614,	1,418831.92,59770028.67,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7763,2018-11-02,160527,	1,65070.48,59884169.07,网内汇兑解圈存扣款及来账入账,支第三季度社保费,	7763,	88190120003590549,通江县涪阳中心卫生院,	1,  ,
	88190120004221712,	7720,2018-11-03,74602,	1,404774.70,60288943.77,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7758,2018-11-05,171149,	1,30000.00,60878472.24,网内汇兑解圈存扣款及来账入账,2018年社会保险,	7758,	88190120003912051,通江县诺水河镇中心小学,	1,  ,
	88190120004221712,	7720,2018-11-05,110932,	1,7089.82,60580289.59,第三方系统存款--汇兑来账自动入账,１０月社会保险,  ,+22715201040012601,四川京联市政环保工程股份有限公司通江分公司,	1,  ,
	88190120004221712,	7720,2018-11-05,124115,	1,1182.65,60581472.24,第三方系统存款--汇兑来账自动入账,181105886318通用费用,  ,+32050188170000000675,通江县苏扶电子商务有限公司,	1,  ,
	88190120004221712,	7721,2018-11-05,93118,	1,284256.00,60573199.77,网内汇兑解圈存扣款及来账入账,城北村农户失地农民养老保险金,	7721,	88190120002669553,通江县诺江镇财政所,	1,  ,
	88190120004221712,	7758,2018-11-05,171106,	1,267000.00,60848472.24,网内汇兑解圈存扣款及来账入账,2018年社会保险,	7758,	88190120003912051,通江县诺水河镇中心小学,	1,  ,
	88190120004221712,	7722,2018-11-06,170208,	1,1040.89,61564395.41,网内汇兑解圈存扣款及来账入账,8月社保,	7722,	77220120000001435,通江县长铖机动车驾驶员培训有限公司,	1,  ,
	88190120004221712,	7755,2018-11-06,153648,	1,110334.54,61563354.52,网内汇兑解圈存扣款及来账入账,新文小学补交18年上半年医疗保险费,	7755,	88190120003351312,通江县长坪乡新文小学,	1,  ,
	88190120004221712,	7720,2018-11-06,114350,	1,57009.36,61440885.94,网银存款--行内转账,交纳2018年社会保险费,	7720,	88190120003958390,通江县光泰科技发展有限责任公司,	1,  ,
	88190120004221712,	7766,2018-11-06,95930,	1,6782.14,61383876.58,网内汇兑解圈存扣款及来账入账,草池乡转补缴医疗促进险费,	7766,	88190120003632377,通江县草池乡财政所,	1,  ,
	88190120004221712,	7720,2018-11-06,153629,	1,12129.36,61453019.98,第三方系统存款--汇兑来账自动入账,小额贷记来账,  ,+2318594219100000230,四川省力迅交通投资有限公司,	1,  ,
	88190120004221712,	7720,2018-11-06,85645,	1,498622.20,61377094.44,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7722,2018-11-06,170626,	1,34179.99,61598575.40,网内汇兑解圈存扣款及来账入账,9月社保,	7722,	77220120000001435,通江县长铖机动车驾驶员培训有限公司,	1,  ,
	88190120004221712,	7720,2018-11-06,114351,	1,4.68,61440890.62,网银存款--行内转账,公司社保台帐历欠金额,	7720,	88190120003958390,通江县光泰科技发展有限责任公司,	1,  ,
	88190120004221712,	7761,2018-11-07,120215,	1,120136.96,63175642.90,网内汇兑销临欠/应解及来账入账,铁厂乡上解社会保险缴费,	7761,	88190120003936313,通江县铁厂乡财政所,	1,  ,
	88190120004221712,	7720,2018-11-07,105836,	1,1098.68,63055505.94,收单记账,二级商户结算,  ,	77030152621082400005,巴中市社会保险管理局待清算账户,	1,  ,
	88190120004221712,	7720,2018-11-07,135639,	1,44037.18,63219680.08,第三方系统存款--汇兑来账自动入账,人武部医疗保险,  ,+2318594109026700244,中国人民解放军四川省通江县人民武装部,	1,  ,
	88190120004221712,	7751,2018-11-07,160519,	1,12567.63,63232247.71,网内汇兑解圈存扣款及来账入账,临聘人员2018年10月社保,	7751,	88190120003777998,通江县永安镇中心小学,	1,  ,
	88190120004221712,	7720,2018-11-07,74553,	1,565925.72,62164501.12,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7720,2018-11-07,102718,	1,864190.50,63054405.94,第三方系统存款--汇兑来账自动入账,社保费＋38110729891915,  ,+2318594109022503567,通江华润燃气有限公司,	1,  ,
	88190120004221712,	7720,2018-11-07,95226,	1,12101.26,62190215.44,支票活期存款,新文小学缴纳社保费,	7720,	88190120003896774,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7720,2018-11-07,90140,	1,13613.06,62178114.18,网银存款--行内转账,社保费,	7720,	77200120000007422,通江县红峰公共设施管理有限公司,	1,  ,
	88190120004221712,	7720,2018-11-07,105836,	1,1.32,63054407.26,收单记账,二级商户结算,  ,	77200155311002300000,电子银行手续费补贴支出,	1,  ,
	88190120004221712,	7763,2018-11-08,120136,	1,195387.68,66316350.28,网内汇兑解圈存扣款及来账入账,支涪中7-10月医疗保险等,	7763,	88190120003597521,通江县涪阳中学,	1,  ,
	88190120004221712,	7753,2018-11-08,150741,	1,39473.66,66400029.88,网内汇兑解圈存扣款及来账入账,7、8月社保,	7753,	88190120003762533,通江县烟溪乡中心小学,	1,  ,
	88190120004221712,	7721,2018-11-08,144115,	1,44205.94,66360556.22,网银存款--行内转账,社保,	7721,	77210120000001785,四川蜀景假日酒店有限公司,	1,  ,
	88190120004221712,	7720,2018-11-08,90130,	1,1266913.76,65021830.36,支票活期存款,祥瑞转10-11月养老保险,	7720,	77200120000003830,通江祥瑞公共运输有限公司,	1,  ,
	88190120004221712,	7751,2018-11-08,112351,	1,47958.24,65553024.60,网内汇兑解圈存扣款及来账入账,11-12月社保缴费,	7751,	88190120003787892,通江县永安镇碧溪小学,	1,  ,
	88190120004221712,	7753,2018-11-08,151114,	1,9683.60,66409713.48,网内汇兑解圈存扣款及来账入账,7、8月社保,	7753,	88190120003762533,通江县烟溪乡中心小学,	1,  ,
	88190120004221712,	7763,2018-11-08,115654,	1,567938.00,66120962.60,网内汇兑解圈存扣款及来账入账,转涪阳中学医疗保险等,	7763,	88190120003597521,通江县涪阳中学,	1,  ,
	88190120004221712,	7720,2018-11-08,74602,	1,522668.89,63754916.60,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7721,2018-11-08,101924,	1,483236.00,65505066.36,网内汇兑解圈存扣款及来账入账,元顶村7社失地农民养老保险,	7721,	88190120002669553,通江县诺江镇财政所,	1,  ,
	88190120004221712,	7720,2018-11-09,74649,	1,548520.23,66958233.71,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7758,2018-11-09,115834,	1,244807.38,67242338.47,网内汇兑解圈存扣款及来账入账,2018年7-10月机关养老、失业、医疗、工伤、,	7758,	88190120003437977,通江县诺水河镇财政所,	1,  ,
	88190120004221712,	7758,2018-11-09,110800,	1,24161.30,66982395.01,网内汇兑解圈存扣款及来账入账,新潮小学缴201807-08社会保险及2015年特岗,	7758,	88190120003912149,通江县诺水河镇新潮小学,	1,  ,
	88190120004221712,	7758,2018-11-09,111732,	1,15136.08,66997531.09,网内汇兑解圈存扣款及来账入账,新潮小学交201807-08社会保险,	7758,	88190120003912149,通江县诺水河镇新潮小学,	1,  ,
	88190120004221712,	7720,2018-11-10,74728,	1,442392.12,67684730.59,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
	88190120004221712,	7757,2018-11-10,120627,	1,36654.24,67721384.83,网内汇兑解圈存扣款及来账入账,2018年10月至11月养老保险,	7757,	88190120003396361,通江县空山乡卫生院,	1,  ,
	88190120004221712,	7720,2018-11-12,105820,	1,2819.08,67900840.91,网银存款--行内转账,社保费,	7720,	77200120000019602,通江县壁州大道片区建设有限公司,	1,  ,
	88190120004221712,	7735,2018-11-12,153349,	1,56757.62,68703677.98,网内汇兑解圈存扣款及来账入账,麻石中学汇2018年7-10月社会保险费,	7735,	88190120003673733,通江县麻石初级中学,	1,  ,
	88190120004221712,	7720,2018-11-12,93738,	1,23760.00,67745144.83,支票活期存款,火炬小学社保费,	7720,	88190120003896774,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7735,2018-11-12,153306,	1,117592.84,68646920.36,网内汇兑解圈存扣款及来账入账,麻石中学汇18年7月-2018年10月社会保险费,	7735,	88190120003673733,通江县麻石初级中学,	1,  ,
	88190120004221712,	7735,2018-11-12,153209,	1,39605.81,68529327.52,网内汇兑解圈存扣款及来账入账,麻石中学汇2018年7月-10月社会保险费,	7735,	88190120003673733,通江县麻石初级中学,	1,  ,
	88190120004221712,	7720,2018-11-12,102059,	1,152877.00,67898021.83,支票活期存款,火炬小学医疗等费,	7720,	88190120003896774,通江县财政国库支付中心,	1,  ,
	88190120004221712,	7720,2018-11-12,160942,	1,7860.18,68711538.16,网银存款--行内转账,10-12月社保费用,	7720,	77200120000025512,通江县通洗路项目管理有限责任公司,	1,  ,
	88190120004221712,	7720,2018-11-12,143923,	1,588880.80,68489721.71,内部帐记账,无折转存,	7720,	77200152622000600036,通江社保代收专户,	1,  ,
	88190120004221712,	7733,2018-11-13,161855,	1,99819.92,70141862.89,网内汇兑解圈存扣款及来账入账,请汇入,	7733,	88190120002949521,通江县双泉乡财政所,	1,  ,
	88190120004221712,	7751,2018-11-13,162324,	1,169409.51,70311272.40,网内汇兑解圈存扣款及来账入账,转2018年第三季度社会保障缴费,	7751,	88190120003778011,四川省通江县永安中学校,	1,  ,
	88190120004221712,	7739,2018-11-13,164429,	1,218907.35,70650981.16,网内汇兑销临欠/应解及来账入账,支付龙凤场社会保险费用,	7739,	88190120003074038,通江县龙凤场乡财政所,	1,  ,
	88190120004221712,	7720,2018-11-13,155726,	1,14179.64,70042042.97,第三方系统存款--汇兑来账自动入账,１１－１２月社会保险款,  ,+22715201040012601,四川京联市政环保工程股份有限公司通江分公司,	1,  ,
	88190120004221712,	7723,2018-11-13,92631,	1,471261.25,70001286.33,网内汇兑解圈存扣款及来账入账,"2018年社社保费，单位编号10019093",	7723,	77230120000003668,通江县康源油脂有限公司,	1,  ,
	88190120004221712,	7754,2018-11-13,113655,	1,26577.00,70027863.33,手机银行存款--行内转账,高童碧退多领伤残津贴,	7754,	6214571781003016081,王辉,	1,  ,
	88190120004221712,	7751,2018-11-13,162501,	1,61805.01,70432073.81,网内汇兑解圈存扣款及来账入账,转2018年第三季度社会保障缴费,	7751,	88190120003778011,四川省通江县永安中学校,	1,  ,
	88190120004221712,	7720,2018-11-13,165357,	1,13095.42,70664076.58,第三方系统存款--汇兑来账自动入账,费用,  ,+2318592129100015928,新华文轩出版传媒股份有限公司巴中书城,	1,  ,
	88190120004221712,	7720,2018-11-13,74742,	1,718486.92,69430025.08,批量及查询接口(商户入账、手续费),POS消费商户入账,	7720,	77200152621100100069,通江县社保局POS机清算户,	1,  ,
